review_id,product_id,date_key,review_date,rating,review_comment,sku
REV_06723,3133071042,20260314,2026-03-14,5,"Lightweight design for long-distance runs, Multi-color stylish running shoes,",
REV_06724,3133071042,20260228,2026-02-28,1,"hàng thử chật nhưng hoàn hàng là kêu từ chối vì bẩn 
vô lý thật sự",
REV_06725,3102041024,20260307,2026-03-07,5,hàng đẹp và chuẩn.giá còn rẻ hơn mua tại cửa hàng nữa.đã mua rất nhiều lần và  sẽ còn ủng hộ shop dài nhá,
REV_06726,3102017083,20260314,2026-03-14,5,Tuyệt vời ko có gì để chê thiết kế hoàn hảo,
REV_06727,3102017083,20260307,2026-03-07,5,,
REV_06728,2994872328,20260314,2026-03-14,5,"Giày chính hãng, đẹp quá trời luôn. Shop bọc hàng rất cẩn thận. Size chuẩn, đi vừa in. Đôi Nike này mẫu mã xinh thật.",
REV_06729,3102009089,20260307,2026-03-07,5,Giày đúng mẫu đúng form. Đẹp quá nha mọi người,
REV_06730,3133068050,20260228,2026-02-28,1,Mua 2 đôi. Đôi nâu đi vừa đôi xanh chật k hỗ trợ đổi. Hoàn hàng k được. Đành ôm cục tức với đôi giày k đi được,
REV_06731,3102028052,20260314,2026-03-14,5,"Thiết kế nhẹ và thoáng khí,",
REV_06732,3102028052,20260307,2026-03-07,5,,
REV_06733,3102041023,20260228,2026-02-28,5,,
REV_06734,2994861316,20260228,2026-02-28,5,"đúng size, đúng mẫu. Đế dành cho chạy bộ nhưng hơi cứng, độ đàn hồi trả lực lại, ko bằng đế của adidas, rebook trong cùng tầm giá.",
REV_06735,3133042068,20260314,2026-03-14,5,,
REV_06736,2994792411,20260228,2026-02-28,5,,
REV_06737,2994792411,20260314,2026-03-14,5,,
REV_06738,2994956265,20260228,2026-02-28,5,"Thiết kế mũi giày linh hoạt, Nhẹ và thoải mái,",
REV_06739,2994956265,20260228,2026-02-28,5,Nice,
REV_06740,2994956265,20260228,2026-02-28,5,,
REV_06741,2748397074,20260228,2026-02-28,5,"hàng như hình, có hơi cũ, chắc là hàng tồn kho",
REV_06742,3101819942,20260307,2026-03-07,5,,
REV_06743,2995035189,20260314,2026-03-14,5,"отличные кроссовки, ходить в два раза легче чем в тапках. но есть нюансы. например если у вас высокий подъем как у меня, будет давишь шов где начинается шнуровка я на фото отмечено, надеюсь разносятся. также они предназначены не для широкой стопы, аодтмотурвщмкрибкрите с запасом. когда мерила сразу это не почувствовала - только через два дня поняла при ходьбе",
REV_06744,2995035189,20260314,2026-03-14,5,"very good, not fake, halp to walk and run",
REV_06745,2994788453,20260307,2026-03-07,5,"Giày rất đep, vô cùng nhe. Không hiểu tại sao lại nhẹ đến mức như đôi giày này, rất vừa lòng. Ship hàng nhanh như gió.",
REV_06746,3132968438,20260307,2026-03-07,5,,
REV_06747,2994943246,20260228,2026-02-28,5,,
REV_06748,2748348282,20260228,2026-02-28,5,,
REV_06749,3101909596,20260314,2026-03-14,5,,
REV_06750,2994799412,20260228,2026-02-28,5,,
REV_06751,3102043034,20260228,2026-02-28,5,,
REV_06752,3215448049,20260307,2026-03-07,5,,
REV_06753,3102015090,20260307,2026-03-07,5,,
REV_06754,3132922552,20260307,2026-03-07,5,"Mình cũng chưa chạy thử nên ko đánh giá gì, cứ chụp ảnh trước cái đã.
Cảm quan giày mới do chính sách đổi trả khắt khe của Nike.",
REV_06755,3215304870,20260314,2026-03-14,5,,
REV_06756,2995050149,20260314,2026-03-14,5,,
