id,ten_san_pham,danh_muc,gia_ban,gia_goc,so_luong_da_ban,diem_danh_gia,so_luot_nhan_xet,dia_diem_kho,ton_kho,thuong_hieu,link_san_pham,so_luong_ban_trong_ngay,doanh_thu_ngay
3307938372,[GIẢM ĐẾN 50%] Giày thể thao Nam Nike Vomero Plus Men's Road Running Shoes - BLACK,Giày chạy bộ nam,5279000,5279000,5,5.0,1,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307938372.html,5,26395000.0
3307923465,[GIẢM ĐẾN 50%] Giày thể thao Nam Nike Air Zoom Upturn SC Men's Shoes - GREY,Giày chạy bộ nam,2779000,2779000,0,5.0,1,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307923465.html,0,0.0
3307886702,[GIẢM ĐẾN 50%] Giày thể thao Nam Nike Vomero 18 Men's Road Running Shoes - BLACK,Giày chạy bộ nam,4699000,4699000,6,5.0,2,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307886702.html,0,0.0
3102001132,[GIẢM ĐẾN 50%] Giày thể thao nam Nike Cortez Leather - WHITE,Giày chạy bộ nam,2499000,2499000,51,5.0,17,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3102001132.html,0,0.0
2995048159,[GIẢM ĐẾN 50%] Giày Nike Men's Free 2025 Road Running Shoes - Black,Giày chạy bộ nam,2929000,2929000,41,5.0,10,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2995048159.html,0,0.0
2994878315,[GIẢM ĐẾN 50%] Giày Nike Men's Downshifter 13 Road Running Shoes - Black,Giày chạy bộ nam,2069000,2069000,91,4.875,32,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2994878315.html,0,0.0
2994741414,[GIẢM ĐẾN 50%] Giày Nike Men's Pegasus Trail 5 Running Shoes - Light Silver,Giày chạy bộ nam,4109000,4109000,69,5.0,16,Tây Ninh,Hết hàng,Nike,https://www.lazada.vn/products/pdp-i2994741414.html,0,0.0
3307910595,[GIẢM ĐẾN 50%] Giày thể thao Nam Nike Revolution 8 EasyOn Men's Road Running Shoes - BLACK,Giày chạy bộ nam,1909000,1909000,6,5.0,3,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307910595.html,0,0.0
3132964358,[GIẢM ĐẾN 50%] Giày thể thao Nike Pegasus Plus Men's Road Running Shoes,Giày chạy bộ nam,5279000,5279000,99,4.966666666666667,30,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3132964358.html,0,0.0
3307893647,[GIẢM ĐẾN 50%] Giày thể thao Nam Nike Pegasus Trail 5 GORE-TEX Men's Waterproof Trail Running Shoes - BLACK,Giày chạy bộ nam,4999000,4999000,0,,,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307893647.html,0,0.0
2862875871,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Revolution 7 Road Running Shoes - Pure Platinum,Giày chạy bộ nam,1789000,1789000,92,4.888888888888889,36,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2862875871.html,0,0.0
3132858912,[GIẢM ĐẾN 50%] Giày thể thao Nike P-6000 SE Men's Shoes,Giày chạy bộ nam,3239000,3239000,32,5.0,9,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3132858912.html,0,0.0
3307837949,[GIẢM ĐẾN 50%] Giày thể thao Nam Nike Revolution 8 Men's Road Running Shoes (Extra Wide) - PLATINUM GLACIER,Giày chạy bộ nam,1909000,1909000,0,5.0,1,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307837949.html,0,0.0
2994838365,[GIẢM ĐẾN 50%] Giày Nike Men's React Phantom Run Flyknit 2 Road Running Shoes - Black,Giày chạy bộ nam,4109000,4109000,54,5.0,9,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2994838365.html,0,0.0
3132951365,[GIẢM ĐẾN 50%] Giày thể thao Nike Revolution 8 Men's Road Running Shoes,Giày chạy bộ nam,1909000,1909000,47,4.8,20,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3132951365.html,0,0.0
2862856970,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Winflo 11 Road Running Shoes - Photon Dust,Giày chạy bộ nam,2929000,2929000,85,4.833333333333333,18,Thành phố Hồ Chí Minh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2862856970.html,0,0.0
2862931548,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Downshifter 13 Road Running Shoes - Sail,Giày chạy bộ nam,2069000,2069000,19,5.0,8,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2862931548.html,0,0.0
3132902507,[GIẢM ĐẾN 50%] Giày thể thao Nike Pegasus Trail 5 GORE-TEX Men's Waterproof Trail Running Shoes,Giày chạy bộ nam,4999000,4999000,33,4.833333333333333,6,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3132902507.html,0,0.0
2748318312,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Downshifter 13 Road Running Shoes - Black,Giày chạy bộ nam,2069000,2069000,186,4.9,51,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2748318312.html,0,0.0
3307880692,[GIẢM ĐẾN 50%] Giày thể thao Nam Nike Winflo 11 Men's Road Running Shoes - WHITE,Giày chạy bộ nam,2929000,2929000,0,5.0,1,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307880692.html,0,0.0
2862917647,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Revolution 7 Road Running Shoes - White,Giày chạy bộ nam,1789000,1789000,27,5.0,9,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2862917647.html,0,0.0
3132983308,[GIẢM ĐẾN 50%] Giày thể thao Nike Pegasus Plus Men's Road Running Shoes,Giày chạy bộ nam,5279000,5279000,49,5.0,14,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3132983308.html,0,0.0
3133068050,[GIẢM ĐẾN 50%] Giày thể thao Nike Revolution 8 Men's Road Running Shoes,Giày chạy bộ nam,1909000,1909000,24,3.6666666666666665,9,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3133068050.html,0,0.0
2748304368,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Revolution 7 (Extra Wide) Road Running Shoes - Black,Giày chạy bộ nam,1789000,1789000,108,4.65625,32,Thành phố Hồ Chí Minh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2748304368.html,0,0.0
3133088056,[GIẢM ĐẾN 50%] Giày thể thao Nike Downshifter 13 Men's Road Running Shoes,Giày chạy bộ nam,2069000,2069000,75,4.771428571428571,35,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3133088056.html,0,0.0
3133071042,[GIẢM ĐẾN 50%] Giày thể thao Nike Vomero 18 SE Men's Road Running Shoes,Giày chạy bộ nam,4539000,4539000,94,4.838709677419355,31,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3133071042.html,0,0.0
2748125857,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Winflo 11 Road Running Shoes - Glacier Blue,Giày chạy bộ nam,2929000,2929000,87,4.6923076923076925,26,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2748125857.html,0,0.0
2748192688,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Downshifter 13 Road Running Shoes - White,Giày chạy bộ nam,2069000,2069000,94,4.809523809523809,21,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2748192688.html,0,0.0
2994757457,[GIẢM ĐẾN 50%] Giày Nike Men's Quest 6 Road Running Shoes - Black,Giày chạy bộ nam,2349000,2349000,68,5.0,13,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2994757457.html,0,0.0
